Date/Time of Report: 3/17/2025 11:03:27,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 2/16/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2/16/2025 23:59:51.900,1700,TIC1702,DEVLOW,OK,L 00,PU1705 DELIVERY,-3.47531,DegC
2/16/2025 23:51:37.631,1500,FIC1513,BAD PV,ACK,,BL1502 SUCTION,,
2/16/2025 23:51:33.948,8500,FQC8104,ALARM,ACK PNT,,POLISHER FLOW,,
2/16/2025 23:51:33.948,8500,FQC8104,PVLOW,ACK,,VE8607,,
2/16/2025 23:51:17.500,1500,FIC1513,BAD PV,,L 00,BL1502 SUCTION,,Nm3/min
2/16/2025 23:39:00.500,8500,FQC8104,PVLOW,,L 00,VE8607,8.49485,m3/h
2/16/2025 23:34:14.400,1200,TIC1211,PVHIGH,,L 00,HE1202 OUTLET,97.2434,DegC
2/16/2025 23:19:05.282,1400,XSV1422,CHANGE,,,devctla.gop,S0,
2/16/2025 23:19:00.501,1400,XSV1422,CHANGE,,,devctla.gop,S1,
2/16/2025 23:18:29.867,1400,XSV1422,CHANGE,,,devctla.gop,S0,
2/16/2025 23:18:23.491,1400,XSV1422,CHANGE,,,devctla.gop,S1,
2/16/2025 23:18:18.846,1400,XSV1422,CHANGE,,,devctla.gop,S0,
2/16/2025 23:17:20.540,1400,XSV1422,CHANGE,,,devctla.gop,S1,
2/16/2025 23:14:46.791,1400,XSV1425,CHANGE,,,devctla.PVSRCOPT,ONLYAUTO,
2/16/2025 23:14:03.784,1400,XSV1425A,CHANGE,,,devctla.gop,S0,
2/16/2025 23:13:59.575,1400,XSV1425A,CHANGE,,,devctla.gop,S1,
2/16/2025 23:13:43.400,1400,XSV1422,CMDDIS,OK,L 00,VE1401 FEED,CLOSE,
2/16/2025 23:13:32.965,1400,XSV1422,ALARM,ACK PNT,,VE1401 FEED,,
2/16/2025 23:13:32.965,1400,XSV1422,CMDDIS,ACK,,VE1401 FEED,,
2/16/2025 23:13:23.400,1400,XSV1422,CMDDIS,,L 00,VE1401 FEED,Inbet,
2/16/2025 23:13:08.620,1400,XSV1425A,CHANGE,,,devctla.gop,S0,
2/16/2025 23:12:59.202,1400,XSV1425A,CHANGE,,,devctla.gop,S1,
2/16/2025 23:12:54.846,1400,XSV1425,CHANGE,,,devctla.gop,S0,
2/16/2025 23:12:51.036,1400,XSV1425,CHANGE,,,devctla.gop,S1,
2/16/2025 23:12:45.966,1400,XSV1424,CHANGE,,,devctla.gop,S0,
2/16/2025 23:12:42.532,1400,XSV1424,CHANGE,,,devctla.gop,S1,
2/16/2025 23:12:36.022,1400,XSV1423,CHANGE,,,devctla.gop,S0,
2/16/2025 23:12:32.644,1400,XSV1423,CHANGE,,,devctla.gop,S1,
2/16/2025 23:12:23.158,1400,XSV1422,CHANGE,,,devctla.gop,S0,
2/16/2025 23:12:19.891,1400,XSV1422,CHANGE,,,devctla.gop,S1,
2/16/2025 23:10:07.392,02,AI8709PV,OFFNRM,ACK,,AI 8709 ALARM,,
2/16/2025 23:09:41.000,02,AI8709PV,OFFNRM,,L 00,AI 8709 ALARM,ON,
2/16/2025 23:01:56.361,8700,AI8709,PVHIGH,ACK,,PT8702 PH,,
2/16/2025 23:01:54.065,03,PI8108,ALARM,ACK PNT,,CW HEADER PRESS,,
2/16/2025 23:01:54.065,03,PI8108,PVLOW,ACK,,CW HEADER PRESS,,
2/16/2025 23:01:54.065,03,PI8108,PVLOLO,ACK,,CW HEADER PRESS,,
2/16/2025 23:01:39.900,8700,AI8709,PVHIGH,,L 00,PT8702 PH,9.00678,ph
2/16/2025 22:55:59.000,1700,TIC1702,PVLOW,OK,L 00,PU1705 DELIVERY,61.5215,DegC
2/16/2025 22:53:57.891,1300,FIC1316B,CHANGE,,,PIDA.OP,-5,%
2/16/2025 22:53:56.500,1300,ALMMNG1,OFFNRM,OK,H 00,FG1324A PV LO Alarm,OFF,
2/16/2025 22:53:55.300,1300,FG1324A,PVLOLO,OK,J 00,CH2 LINE FPW POLY A,306.423,L/h
2/16/2025 22:53:55.200,1300,FG1324A,PVLOW,OK,J 00,CH2 LINE FPW POLY A,306.423,L/h
2/16/2025 22:53:55.080,1300,FIC1316B,CHANGE,,,PIDA.OP,-20,%
2/16/2025 22:53:53.732,1300,FIC1316B,CHANGE,,,PIDA.OP,-10,%
2/16/2025 22:53:52.300,03,PI8108,PVLOW,OK,L 00,CW HEADER PRESS,3.84092,kg/cm2G
2/16/2025 22:53:51.359,1300,FIC1316B,CHANGE,,,PIDA.OP,0,%
2/16/2025 22:53:50.867,1300,FIC1316B,CHANGE,,,PIDA.OP,10,%
2/16/2025 22:53:49.596,1300,FIC1316B,CHANGE,,,PIDA.OP,20,%
2/16/2025 22:53:48.478,1300,FIC1316B,CHANGE,,,PIDA.OP,30,%
2/16/2025 22:53:47.350,1300,FIC1316B,CHANGE,,,PIDA.OP,40,%
