Date/Time of Report: 3/17/2025 10:59:07,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 2/25/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
2/25/2025 23:58:11.300,01,EVENT_SCM2B,ChOfSt,,J 00,FILWASH_B_T1,OFF,
2/25/2025 23:58:11.800,01,EVENT_SCM2B,ChOfSt,,J 00,POLYREC_B_T1,OFF,
2/25/2025 23:58:11.700,01,EVENT_SCM2B,ChOfSt,,J 00,HEATUP2_B_T1,OFF,
2/25/2025 23:58:11.400,01,EVENT_SCM2B,ChOfSt,,J 00,PRERECOV_B_T1,OFF,
2/25/2025 23:58:11.300,01,EVENT_SCM2B,ChOfSt,,J 00,AUTOJET_B1_T1_1,OFF,
2/25/2025 23:58:11.700,01,EVENT_SCM2A,ChOfSt,,J 00,DISCCHK_B_T1,OFF,
2/25/2025 23:58:11.600,01,EVENT_SCM2A,ChOfSt,,J 00,DISCHARGE_B_T1,OFF,
2/25/2025 23:58:11.600,01,EVENT_SCM2A,ChOfSt,,J 00,AUTOJET_B2_T1_1,OFF,
2/25/2025 23:58:10.200,01,EVENT_SCM1B,ChOfSt,,J 00,POLYREC_A_T1,OFF,
2/25/2025 23:58:10.900,01,EVENT_SCM1B,ChOfSt,,J 00,HEATUP2_A_T1,OFF,
2/25/2025 23:58:10.300,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,
2/25/2025 23:58:10.500,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A1_T1,OFF,
2/25/2025 23:58:10.000,01,EVENT_SCM1A,ChOfSt,,J 00,AUTOJET_A2_T1,OFF,
2/25/2025 23:58:10.000,01,EVENT_SCM1A,ChOfSt,,J 00,PRERECOV_A_T1,OFF,
2/25/2025 23:58:10.000,01,EVENT_SCM1A,ChOfSt,,J 00,DISCCHK_A_T1,OFF,
2/25/2025 23:58:10.000,01,EVENT_SCM1A,ChOfSt,,J 00,FILWASH_A_T1,OFF,
2/25/2025 23:58:10.600,01,EVENT_SCM1A,ChOfSt,,J 00,DISCHARGE_A_T1,OFF,
2/25/2025 23:58:10.600,1300,RECTRANS,State Change,,J 00,SCM,Running,
2/25/2025 23:58:10.000,1300,RECTRANS,Start,,J 00,SCM,CHILD,
2/25/2025 23:58:09.400,01,OP_RECTRANS,State Change,,J 00,RCM;$330013f21f575d32-0008,Running,
2/25/2025 23:58:09.000,01,OP_RECTRANS,Start of Control,,J 00,RECTRANS;$330013f21f575d32-0008;RECTRANS,Idle;1;1;1,
2/25/2025 23:58:09.900,01,OP_RECTRANS,Acquire,,J 00,RECTRANS;$330013f21f575d32-0008,SYSTEM:SCM;1,
2/25/2025 23:58:09.500,01,OP_RECTRANS,Start,,J 00,RCM;$330013f21f575d32-0008;$ACTIVITY_330013f21f615d5b,CHILD,
2/25/2025 23:58:07.300,01,UP_RECOVERY,Start of Control,,J 00,OP_RECTRANS;$330513f254d9219f-0015;OP_RECTRANS,Idle;1;1;1,
2/25/2025 23:58:07.600,01,UP_RECOVERY,Acquire,,J 00,OP_RECTRANS;$330513f254d9219f-0015,SYSTEM:MASTERRECIPE;1,
2/25/2025 23:58:07.300,01,UP_RECOVERY,Release,,J 00,OP_TRANSCHK;$330513f254d9219f-0015,SYSTEM:MASTERRECIPE;1,
2/25/2025 23:58:07.300,01,UP_RECOVERY,End of Control,,J 00,OP_TRANSCHK;$330513f254d9219f-0015,Idle;1;1;1,
2/25/2025 23:58:07.700,01,OP_TRANSCHK,RecipeRemoval,,J 00,OP_TRANSCHK;$330013f21f575d32-0007,,
2/25/2025 23:58:07.600,01,OP_TRANSCHK,State Change,,J 00,RCM;$330013f21f575d32-0007,Idle,
2/25/2025 23:58:06.200,01,OP_TRANSCHK,End,,J 00,RCM;$330013f21f575d32-0007,,
