Date/Time of Report: 3/17/2025 12:30:43,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 1/11/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
1/11/2025 23:58:34.655,1700,TIC1702,DEVHI,ACK,,PU1705 DELIVERY,,
1/11/2025 23:58:24.100,1700,TIC1702,DEVHI,,L 00,PU1705 DELIVERY,5.00633,DegC
1/11/2025 23:56:58.700,1300,QR1301A,BAD PV,OK,J 00,RE1301A QJ+QC,-400,Mcal
1/11/2025 23:56:41.900,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,
1/11/2025 23:56:36.900,01,OP_SUPER_A,Release,,J 00,AVPW_A;$330013f20608f353-0005,SYSTEM:SCM;1,
1/11/2025 23:56:36.600,01,OP_SUPER_A,End of Control,,J 00,AVPW_A;$330013f20608f353-0005,Idle;1;1;1,
1/11/2025 23:56:36.900,1300,AVPW_A,State Change,,J 00,SCM,Idle,
1/11/2025 23:56:35.500,1300,AVPW_A,End,,J 00,SCM,,
1/11/2025 23:56:35.500,1300,AVPW_A,State Change,,J 00,SCM,Complete,
1/11/2025 23:55:55.100,1300,QR1301A,BAD PV,,J 00,RE1301A QJ+QC,,Mcal
1/11/2025 23:55:24.200,1300,QR1301A,BAD PV,OK,J 00,RE1301A QJ+QC,-400,Mcal
1/11/2025 23:55:07.200,1300,QR1301A,BAD PV,,J 00,RE1301A QJ+QC,,Mcal
1/11/2025 23:54:09.900,1200,TIC1203,PVHIGH,OK,L 00,HE1203 D/S TEMP,85.4881,C
1/11/2025 23:53:41.439,1800,FIC1802,CHANGE,,,PIDA.OP,1.49445,%
1/11/2025 23:53:14.203,1800,FIC1802,CHANGE,,,PIDA.OP,2.49445,%
1/11/2025 23:53:14.661,1800,FIC1802,CHANGE,,,PIDA.OP,1.49445,%
1/11/2025 23:53:13.217,1800,FIC1802,CHANGE,,,PIDA.OP,0.494445,%
1/11/2025 23:53:13.132,1800,FIC1802,CHANGE,,,PIDA.OP,-0.505555,%
1/11/2025 23:53:13.334,1800,FIC1802,CHANGE,,,PIDA.OP,-1.50555,%
1/11/2025 23:53:12.993,1800,FIC1802,CHANGE,,,PIDA.OP,-2.50555,%
1/11/2025 23:53:10.955,1800,FIC1802,CHANGE,,,PIDA.OP,-3.50555,%
1/11/2025 23:53:10.590,1800,FIC1802,CHANGE,,,PIDA.OP,-2.50555,%
1/11/2025 23:53:09.013,1800,FIC1802,CHANGE,,,PIDA.OP,-1.50555,%
1/11/2025 23:53:08.029,1800,FIC1802,CHANGE,,,PIDA.OP,-0.505555,%
1/11/2025 23:53:08.949,1800,FIC1802,CHANGE,,,PIDA.OP,0.494445,%
1/11/2025 23:53:07.852,1800,FIC1802,CHANGE,,,PIDA.OP,1.49445,%
1/11/2025 23:53:07.531,1800,FIC1802,CHANGE,,,PIDA.OP,2.49445,%
1/11/2025 23:53:06.459,1800,FIC1802,CHANGE,,,PIDA.OP,3.49445,%
1/11/2025 23:53:05.688,1800,FIC1802,CHANGE,,,PIDA.OP,4.49445,%
1/11/2025 23:53:05.072,1800,FIC1802,CHANGE,,,PIDA.OP,5.49445,%
1/11/2025 23:53:04.405,1800,FIC1802,CHANGE,,,PIDA.OP,6.49445,%
1/11/2025 23:53:04.956,1800,FIC1802,CHANGE,,,PIDA.OP,7.49445,%
1/11/2025 23:53:03.325,1800,FIC1802,CHANGE,,,PIDA.OP,8.49445,%
1/11/2025 23:53:02.242,1800,FIC1802,CHANGE,,,PIDA.OP,9.49445,%
1/11/2025 23:53:00.789,1800,FIC1802,CHANGE,,,PIDA.OP,10.4944,%
