Date/Time of Report: 3/17/2025 12:33:34,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 1/7/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
1/7/2025 23:59:55.159,1300,TIC1301B,DEVHI,ACK,,RE1301B,,
1/7/2025 23:59:50.133,1800,LIC1805,PVHIGH,ACK,,TW1801,,
1/7/2025 23:59:44.100,1800,LIC1805,PVHIGH,,L 00,TW1801,4.00055,m
1/7/2025 23:58:44.061,SERVER_PVC,CONSOLE STATION 3-1,LEVEL,,,Security level,Oper,
1/7/2025 23:58:44.061,SERVER_PVC,CONSOLE STATION 3-1,LEVEL,,,Security level (IKB Key Switch),View Only,
1/7/2025 23:58:19.500,1300,CH20FD_B,State Change,,J 00,SCM,Idle,
1/7/2025 23:58:19.000,01,EIP0322R,OFFNRM,,J 00,BPO023 B REPORT REQUEST,ON,
1/7/2025 23:58:18.500,1300,CH20FD_B,End,,J 00,SCM,,
1/7/2025 23:58:18.400,1300,CH20FD_B,State Change,,J 00,SCM,Complete,
1/7/2025 23:58:13.000,1300,CH20FD_B,State Change,,J 00,SCM,Running,
1/7/2025 23:58:13.700,1300,CH20FD_B,Start,,J 00,SCM,,
1/7/2025 23:58:13.000,1300,WPLAN_B,State Change,,J 00,SCM,Running,
1/7/2025 23:58:13.900,1300,WPLAN_B,Start,,J 00,SCM,,
1/7/2025 23:58:12.200,1300,INERT_B,State Change,,J 00,SCM,Running,
1/7/2025 23:58:12.800,1300,INERT_B,Start,,J 00,SCM,CHILD,
1/7/2025 23:58:11.100,1300,POLY_B,State Change,,J 00,SCM,Running,
1/7/2025 23:58:11.500,1300,POLY_B,Start,,J 00,SCM,CHILD,
1/7/2025 23:58:11.900,01,OP_SUPER_B,Start of Control,,J 00,POLY_B;$330013f203cef208-0005;POLY_B,Idle;1;1;1,
1/7/2025 23:58:11.300,01,OP_SUPER_B,Acquire,,J 00,POLY_B;$330013f203cef208-0005,SYSTEM:SCM;1,
1/7/2025 23:58:11.700,01,OP_SUPER_B,Start of Control,,J 00,INERT_B;$330013f203cef208-0005;INERT_B,Idle;1;1;1,
1/7/2025 23:58:11.600,01,OP_SUPER_B,Acquire,,J 00,INERT_B;$330013f203cef208-0005,SYSTEM:SCM;1,
1/7/2025 23:58:10.500,01,OP_SUPER_B,Release,,J 00,PWFEED_B;$330013f203cef208-0005,SYSTEM:SCM;1,
1/7/2025 23:58:10.200,01,OP_SUPER_B,End of Control,,J 00,PWFEED_B;$330013f203cef208-0005,Idle;1;1;1,
1/7/2025 23:58:10.000,1100,PWFEED_B,State Change,,J 00,SCM,Idle,
1/7/2025 23:58:09.800,1100,PWFEED_B,End,,J 00,SCM,,
1/7/2025 23:58:09.800,1100,PWFEED_B,State Change,,J 00,SCM,Complete,
1/7/2025 23:57:57.400,01,OP_SUPER_B,Release,,J 00,VCMFEED_B;$330013f203cef208-0005,SYSTEM:SCM;1,
1/7/2025 23:57:57.100,01,OP_SUPER_B,End of Control,,J 00,VCMFEED_B;$330013f203cef208-0005,Idle;1;1;1,
1/7/2025 23:57:57.100,1100,VCMFEED_B,State Change,,J 00,SCM,Idle,
1/7/2025 23:57:56.300,1100,VCMFEED_B,End,,J 00,SCM,,
1/7/2025 23:57:56.200,1100,VCMFEED_B,State Change,,J 00,SCM,Complete,
1/7/2025 23:57:46.300,1200,PI1280,PVLOW,,J 00,PU1203B DISCHARGE PRESS,6.34503,kg/cm2G
1/7/2025 23:57:45.900,01,OP_SUPER_B,Release,,J 00,HEATUP_B;$330013f203cef208-0005,SYSTEM:SCM;1,
1/7/2025 23:57:45.600,01,OP_SUPER_B,End of Control,,J 00,HEATUP_B;$330013f203cef208-0005,Idle;1;1;1,
1/7/2025 23:57:45.000,1300,HEATUP_B,State Change,,J 00,SCM,Idle,
1/7/2025 23:57:44.900,1300,HEATUP_B,End,,J 00,SCM,,
1/7/2025 23:57:44.900,1300,HEATUP_B,State Change,,J 00,SCM,Complete,
1/7/2025 23:57:43.000,01,EIP0314R,OFFNRM,,J 00,BPO015 B REPORT REQUEST,ON,
1/7/2025 23:57:10.667,1500,FIC1501,CHANGE,,,PIDA.SP,50,t/h
1/7/2025 23:57:01.500,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,
1/7/2025 23:57:01.400,01,EVENT_SCM1B,OFFNRM,OK,J 00,,OFF,
1/7/2025 23:56:50.100,1900,FI1901B,BAD PV,OK,J 00,STEAM HEADER FROM BOILER,7322.33,kg/h
1/7/2025 23:56:19.500,1200,FIC1203,PVLOLO,,J 00,PU1203B FLOW,44.0911,m3/h
1/7/2025 23:56:19.500,1900,FT1901B,BAD PV,OK,J 00,STEAM HEADER FROM BOILER,7680.65,kg/h
1/7/2025 23:56:09.900,1200,FIC1203,PVLOW,,J 00,PU1203B FLOW,49.2585,m3/h
1/7/2025 23:55:37.800,1500,TI1518,PVHIGH,OK,L 00,DR1501 INSIDE,62.985,DegC
1/7/2025 23:55:00.300,1300,TIC1301B_DEV,OFFNRM,,J 00,TIC1301B DEVIATION HIGH,ON,
1/7/2025 23:54:59.900,1300,TIC1301B,DEVHI,,L 00,RE1301B,0.684851,DegC
1/7/2025 23:53:48.500,1300,FIC1305,PVLOW,,J 00,VCM FLOW CONTROLLER,0,0
1/7/2025 23:53:46.000,8400,FI8107PV,OFFNRM,,L 00,COOLING TOWER LOW LEVEL,ON,
1/7/2025 23:53:42.200,1300,TIC1301B,DEVLOW,OK,J 00,RE1301B,-0.494274,DegC
1/7/2025 23:53:19.200,1100,CATALYST_B,State Change,,J 00,SCM,Idle,
1/7/2025 23:53:18.600,1100,CATALYST_B,End,,J 00,SCM,,
1/7/2025 23:53:18.500,1100,CATALYST_B,State Change,,J 00,SCM,Complete,
1/7/2025 23:53:16.900,1100,CATWASH_B,State Change,,J 00,SCM,Running,
1/7/2025 23:53:16.400,1100,CATWASH_B,Start,,J 00,SCM,,
1/7/2025 23:50:39.389,1100,LI1106,PVHIGH,ACK,,VE1105,,
1/7/2025 23:49:46.000,01,EIP0316R,OFFNRM,,J 00,BPO017 B REPORT REQUEST,ON,
1/7/2025 23:47:04.155,1500,TIC1511,CHANGE,,,pida.mode,AUTO,
1/7/2025 23:47:04.080,1500,TIC1511,CHANGE,,,PIDA.OP,55.7422,%
1/7/2025 23:47:03.546,1500,TIC1511,CHANGE,,,PIDA.OP,54.7422,%
1/7/2025 23:47:03.851,1500,TIC1511,CHANGE,,,PIDA.OP,53.7422,%
1/7/2025 23:47:02.316,1500,TIC1511,CHANGE,,,pida.mode,MAN,
1/7/2025 23:43:53.200,8100,AI_PH10,PVHIHI,OK,H 00,EFFULUENT CHANEL OLD W/S,8.65907,pH
1/7/2025 23:43:37.600,8200,PI8114,PVLOW,,L 00,LOW PRESSURE NITROGEN,4.49946,Kg/cm2G
1/7/2025 23:41:56.900,1200,FIC1203,PVLOW,OK,J 00,PU1203B FLOW,53.0285,m3/h
1/7/2025 23:41:51.690,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,ACK,,,,
1/7/2025 23:41:45.000,1200,FIC1203,PVLOLO,OK,J 00,PU1203B FLOW,47.7368,m3/h
1/7/2025 23:41:09.100,1100,LI1106,PVHIGH,OK,L 00,VE1105,6.39849,m
1/7/2025 23:41:03.700,1300,FG1324B,PVHIGH,OK,L 00,CH2 LINE FPW FLOW,374.889,
1/7/2025 23:40:57.300,1300,FIC1305,PVLOW,OK,J 00,VCM FLOW CONTROLLER,166.236,0
1/7/2025 23:40:48.200,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,
1/7/2025 23:40:48.500,01,EVENT_SCM1B,OFFNRM,,J 00,,ON,
1/7/2025 23:40:18.100,8200,PI8114,PVLOW,OK,L 00,LOW PRESSURE NITROGEN,4.60002,Kg/cm2G
1/7/2025 23:39:52.000,1200,PI1280,PVLOW,OK,J 00,PU1203B DISCHARGE PRESS,8.39592,kg/cm2G
1/7/2025 23:39:16.200,01,EIP0313R,OFFNRM,,J 00,BPO014 B REPORT REQUEST,ON,
