Date/Time of Report: 3/17/2025 12:04:00,,,,,,,,
Requester: STN03 - Oper,,,,,,,,
Filter Applied: Event Time: 1/17/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV-01B,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
1/17/2025 23:59:59.800,1300,RDYINIT,End,,J 00,SCM,,
1/17/2025 23:59:59.800,1300,RDYINIT,State Change,,J 00,SCM,Complete,
1/17/2025 23:59:57.273,1300,RDYINIT_CM,MESSAGE,CNF,,POLY A/B START OK?,,
1/17/2025 23:59:56.165,1300,RDYINIT_CM,MESSAGE,ACK,,POLY A/B START OK?,,
1/17/2025 23:59:55.730,1300,LI1303CT_CM,MESSAGE,ACK,,WASTE water trans is abnormal,,
1/17/2025 23:59:38.510,1300,XSV1333B,CHANGE,,,devctla.gop,S0,
1/17/2025 23:58:21.400,8100,AI_PH10,PVLOLO,OK,H 00,EFFULUENT CHANEL OLD W/S,6.46905,pH
1/17/2025 23:56:49.248,1300,LI1303,CHANGE,,,daca.pvsource,AUTO,
1/17/2025 23:56:47.005,1300,LI1303,CHANGE,,,DACA.PV,0,m
1/17/2025 23:56:45.888,1300,LI1303,CHANGE,,,daca.pvsource,MAN,
1/17/2025 23:56:34.190,1300,LI1303,CHANGE,,,daca.pvsource,AUTO,
1/17/2025 23:56:30.591,1300,LI1303,CHANGE,,,DACA.PV,0.1,m
1/17/2025 23:56:27.158,1300,LI1303,CHANGE,,,daca.pvsource,MAN,
1/17/2025 23:56:07.392,1200,PU1205,CHANGE,,,devctla.gop,S0,
1/17/2025 23:56:04.492,1300,XSV1335,CHANGE,,,devctla.gop,S0,
1/17/2025 23:55:59.771,1300,XSV1348B,CHANGE,,,devctla.gop,S0,
1/17/2025 23:55:50.705,1300,LI1303,CHANGE,,,daca.pvsource,AUTO,
1/17/2025 23:55:10.463,1300,XSV1348B,CHANGE,,,devctla.gop,S1,
1/17/2025 23:55:07.033,1300,XSV1314B,CHANGE,,,devctla.gop,S0,
1/17/2025 23:54:08.991,1300,LI1303,CHANGE,,,DACA.PV,0.4,m
1/17/2025 23:54:06.462,1300,LI1303,CHANGE,,,daca.pvsource,MAN,
1/17/2025 23:53:53.306,1300,XSV1314B,CHANGE,,,devctla.gop,S1,
1/17/2025 23:53:52.283,1300,XSV1314B,CHANGE,,,devctla.modeattr,OPERATOR,
1/17/2025 23:53:49.304,1300,XSV1348B,CHANGE,,,devctla.gop,S0,
1/17/2025 23:53:34.455,1300,LI1303,CHANGE,,,daca.pvsource,AUTO,
1/17/2025 23:52:55.777,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,ACK,,,,
1/17/2025 23:52:51.564,1200,TIC1203,CHANGE,,,pida.sp,83,C
1/17/2025 23:52:47.800,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,,H 15,,Channel_18_B,
1/17/2025 23:51:53.631,1500,HC1502,CHANGE,,,AUTOMANA.OP,56,%
1/17/2025 23:51:50.335,1300,LI1303,CHANGE,,,DACA.PV,0.4,m
1/17/2025 23:51:46.024,1300,LI1303,CHANGE,,,daca.pvsource,MAN,
1/17/2025 23:51:17.700,1300,LI1303,PVLOW,OK,L 00,VE1305,0.0840432,m
1/17/2025 23:50:16.162,1500,PIC1511,CHANGE,,,PIDA.SP,-40,mmH2O
1/17/2025 23:49:58.900,1300,LI1303,PVLOLO,OK,J 00,VE1305,0.0333238,m
1/17/2025 23:49:21.131,1300,LI1303,PVLOW,ACK,,VE1305,,
1/17/2025 23:49:17.700,1300,LI1303,PVLOLO,,J 00,VE1305,0.00461643,m
1/17/2025 23:49:17.500,1300,LI1303,PVLOW,,L 00,VE1305,0.00461643,m
1/17/2025 23:49:06.534,1300,LI1303,CHANGE,,,daca.pvsource,AUTO,
1/17/2025 23:48:31.000,1300,LI1303CT_CM,INFORMATION MESSAGE,,,WASTE water trans is abnormal,,
1/17/2025 23:48:04.294,1400,FIC1404,CHANGE,,,pida.opHilm,38,%
1/17/2025 23:46:19.816,1500,PIC1511,CHANGE,,,PIDA.SP,-35,mmH2O
1/17/2025 23:44:58.600,8100,AI_PH10,PVLOLO,,H 00,EFFULUENT CHANEL OLD W/S,5.95666,pH
1/17/2025 23:43:18.900,IOLINK04_1,AIOR-704,OP Fail in circuit/field wire,OK,H 15,,Channel_18_B,
1/17/2025 23:43:02.460,1400,TIC1401,PVLOW,ACK,,VE1401,,
1/17/2025 23:42:31.000,1400,TIC1401,PVLOW,,L 00,VE1401,18.2728,DegC
1/17/2025 23:42:24.300,1900,FI1901B,BAD PV,,J 00,STEAM HEADER FROM BOILER,,kg/h
1/17/2025 23:41:58.303,1300,XSV1335,CHANGE,,,devctla.gop,S1,
1/17/2025 23:41:54.500,1900,FT1901B,BAD PV,,J 00,STEAM HEADER FROM BOILER,,kg/h
1/17/2025 23:41:41.534,1300,LI1303,CHANGE,,,DACA.PV,0.4,m
1/17/2025 23:41:37.280,1300,LI1303,CHANGE,,,daca.pvsource,MAN,
1/17/2025 23:41:10.415,1300,XSV1333B,CHANGE,,,devctla.gop,S1,
1/17/2025 23:41:08.470,1300,XSV1333B,CHANGE,,,devctla.modeattr,OPERATOR,
1/17/2025 23:41:05.020,1300,XSV1348B,CHANGE,,,devctla.gop,S1,
1/17/2025 23:41:03.358,1300,XSV1348B,CHANGE,,,devctla.modeattr,OPERATOR,
1/17/2025 23:40:58.010,1200,PU1205,CHANGE,,,devctla.gop,S1,
