Date/Time of Report: 3/18/2025 11:33:45,,,,,,,,
Requester: .\experionadmin,,,,,,,,
Filter Applied: Event Time: 1/12/2025,,,,,,,,
Sort Criteria: Event Time descending,,,,,,,,
Server: ESV01A,,,,,,,,
"Tip: to see the full time in Excel, use a custom cell format:  d/mm/yyyy h:mm:ss.000",,,,,,,,
,,,,,,,,
,,,,,,,,
Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units
1/12/2025 23:59:57.808,ESV01,Filerep #2,FILREP,,,Replicate Now,,
1/12/2025 23:59:57.948,ESV01,File Replication,REPLICATION,,J 00,Filerep #2 replicating.,,
1/12/2025 23:59:56.700,3200,LIC_3204,PVLOLO,OK,H 00,TW-3201 LEVEL,1.0533,%
1/12/2025 23:59:54.974,ESV01,File Replication,REPLICATION,,J 00,Filerep #10 replicating.,,
1/12/2025 23:59:50.000,3200,TI_3226,ROCPOS,OK,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:59:45.000,3100,RE_A_WAT_CHA_STO,LOAD,,,SUCCESS,,
1/12/2025 23:59:38.200,3200,TI_3226,ROCPOS,,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:59:33.600,3100,RE_A_WAT_CHA_STO,INACTV,,J 00,,,
1/12/2025 23:59:33.700,3200,PI_3202,PVHIGH,,L 00,TW-3201 BOTTOM PRESSURE,40.14,kPa
1/12/2025 23:59:31.000,3100,RE_A_WAT_CHA_STO,CHANGE,,,COMMAND,Inactive,
1/12/2025 23:59:28.900,3200,PI_3202,PVHIGH,OK,L 00,TW-3201 BOTTOM PRESSURE,37.1784,kPa
1/12/2025 23:59:26.800,3200,TI_3226,ROCPOS,OK,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:59:23.800,3300,PI_3306,PVLOW,,L 00,VE-3302 PRESSURE,0.39998,MPa
1/12/2025 23:59:22.000,3200,TI_3226,ROCPOS,,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:59:11.700,3300,PI_3308,PVLOW,,L 00,RVCM GAS FROM CO-3302-2,0.39994,MPa
1/12/2025 23:59:08.400,3200,PI_3202,PVHIGH,,L 00,TW-3201 BOTTOM PRESSURE,40.731,kPa
1/12/2025 23:59:05.700,3200,PI_3202,PVHIGH,OK,L 00,TW-3201 BOTTOM PRESSURE,38.2235,kPa
1/12/2025 23:58:57.600,3200,PI_3202,PVHIGH,,L 00,TW-3201 BOTTOM PRESSURE,40.3837,kPa
1/12/2025 23:58:55.000,3100,RE_B_WAT_CHA_STO,ACTIVE,,J 00,,,
1/12/2025 23:58:54.700,3200,TI_3226,ROCPOS,OK,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:58:53.700,3200,PI_3202,PVHIGH,OK,L 00,TW-3201 BOTTOM PRESSURE,38.2502,kPa
1/12/2025 23:58:51.000,3100,RE_B_WAT_CHA_STO,CHANGE,,,COMMAND,Active,
1/12/2025 23:58:50.100,3200,TI_3226,ROCPOS,,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:58:48.700,3200,PI_3225,PVHIHI,,H 00,TW-3201 BOTTOM PRESSURE,50.3091,KPa
1/12/2025 23:58:47.100,3200,PI_3202,PVHIGH,,L 00,TW-3201 BOTTOM PRESSURE,40.4204,kPa
1/12/2025 23:58:41.480,ESV01,File Replication,REPLICATION,,J 00,Filerep #1 replicating.,,
1/12/2025 23:58:40.400,3200,PI_3202,PVHIGH,OK,L 00,TW-3201 BOTTOM PRESSURE,38.2034,kPa
1/12/2025 23:58:38.300,3200,PI_3202,PVHIGH,,L 00,TW-3201 BOTTOM PRESSURE,40.0164,kPa
1/12/2025 23:58:37.850,ESV01,File Replication,REPLICATION,,J 00,Filerep #2 replicating.,,
1/12/2025 23:58:31.636,ESV01,Filerep #2,FILREP,,,Replicate Now,,
1/12/2025 23:58:30.306,ESV01,File Replication,REPLICATION,,J 00,Filerep #2 replicating.,,
1/12/2025 23:58:28.993,ESV01,File Replication,REPLICATION,,J 00,Filerep #10 replicating.,,
1/12/2025 23:58:20.000,3100,RE_B_WAT_CHA_STO,LOAD,,,SUCCESS,,
1/12/2025 23:58:06.700,3200,TI_3226,ROCPOS,OK,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:58:02.700,3100,RE_B_WAT_CHA_STO,INACTV,,J 00,,,
1/12/2025 23:58:02.700,3200,TI_3226,ROCPOS,,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:58:01.000,3100,RE_B_WAT_CHA_STO,CHANGE,,,COMMAND,Inactive,
1/12/2025 23:57:35.800,3300,DEC_WAT_LEV_MON_CM,INFORMATION MESSAGE,,,DECANTER WATER DISCHARGE STOP,,
1/12/2025 23:57:23.000,3200,LIC_3204,PVLOLO,,H 00,TW-3201 LEVEL,-0.128067,%
1/12/2025 23:57:03.540,3200,LIC_3204,ALARM,ACK PNT,,TW-3201 LEVEL CONTROL,,
1/12/2025 23:57:03.540,3200,LIC_3204,PVLOW,ACK,,TW-3201 LEVEL,,
1/12/2025 23:56:59.440,ESV01,File Replication,REPLICATION,,J 00,Filerep #2 replicating.,,
1/12/2025 23:56:59.600,3200,LIC_3204,PVLOW,,L 00,TW-3201 LEVEL,9.93244,%
1/12/2025 23:56:59.700,3300,DEC_WAT_LEV_MON_CM,INFORMATION MESSAGE,,,DECANTER WATER DISCHARGE START,,
1/12/2025 23:56:54.900,3000,FI_3001,PVHIGH,OK,L 00,DW TO TW-3001,49.2664,t/h
1/12/2025 23:56:53.700,3100,RE_B_WAT_CHA_CM,ACTIVE,,J 00,,,
1/12/2025 23:56:53.227,ESV01,Filerep #2,FILREP,,,Replicate Now,,
1/12/2025 23:56:53.163,ESV01,File Replication,REPLICATION,,J 00,Filerep #2 replicating.,,
1/12/2025 23:56:51.850,ESV01,File Replication,REPLICATION,,J 00,Filerep #10 replicating.,,
1/12/2025 23:56:43.000,3100,RE_B_WAT_CHA_CM,LOAD,,,SUCCESS,,
1/12/2025 23:56:42.500,3200,TI_3226,ROCPOS,OK,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:56:41.599,3200,TIC_3235,ALARM,ACK PNT,,HE-3203 OUTLET TEMPERATURE CONTROL,,
1/12/2025 23:56:41.599,3200,TIC_3235,PVLOW,ACK,,HE-3203 OUTLET TEMPERATURE,,
1/12/2025 23:56:39.800,3100,RE_B_WAT_CHA_CM,INACTV,,J 00,,,
1/12/2025 23:56:38.200,3200,TI_3226,ROCPOS,,J 00,DR-3201 MIDDLE TEMPERATURE,,
1/12/2025 23:56:24.415,3700,PI_37203,PVHI,OK,L 00,DEAERATOR PRESSURE,7.65004,KPa
1/12/2025 23:56:22.000,3200,TI_3226,ROCPOS,OK,J 00,DR-3201 MIDDLE TEMPERATURE,,
